3.98508	16.5235	3.54178e-05	-8.99795e-06	0.997988	0.998379	-0.00109599	-0.00462655	0.749735
3.6194	16.6102	3.25256e-05	-7.57822e-06	0.997273	0.99438	-0.00546585	-0.0251283	0.742943
3.25376	16.6831	3.00125e-05	-6.21957e-06	0.996664	0.992276	-0.000959662	-0.0049706	0.744927
2.88273	16.7543	2.72281e-05	-5.09852e-06	0.996191	0.991552	-0.00460225	-0.0267566	0.776555
2.48266	16.8155	2.4299e-05	-4.06659e-06	0.995865	0.992208	-0.00118003	-0.00806819	0.818816
2.0664	16.8743	2.13158e-05	-3.10496e-06	0.995673	0.993067	-0.00318017	-0.0259733	0.883866
1.59866	16.9229	1.76348e-05	-2.09716e-06	0.995603	0.994692	-0.00143939	-0.0154753	0.961009
1.1022	16.9636	1.31413e-05	-1.28282e-06	0.99561	0.996235	-0.00158773	-0.024496	1.03363
0.559376	16.9895	7.1484e-06	-6.70898e-07	0.995637	0.997018	-0.00067577	-0.0202296	1.09702
-0.00253384	17.0002	1.01203e-07	-4.87886e-07	0.995653	0.997424	3.83208e-06	-0.0276129	1.11535
-0.564333	16.9893	-6.93076e-06	-6.35526e-07	0.995636	0.997006	0.000681921	-0.0202402	1.09675
-1.10698	16.9633	-1.29012e-05	-1.24575e-06	0.995607	0.996224	0.00159851	-0.0245396	1.03337
-1.60334	16.9224	-1.73701e-05	-2.09711e-06	0.9956	0.994695	0.00143786	-0.0154074	0.960984
-2.07112	16.8737	-2.10223e-05	-3.11855e-06	0.995669	0.993066	0.00317599	-0.0258951	0.884127
-2.48758	16.8148	-2.40078e-05	-4.05468e-06	0.99586	0.992181	0.00118988	-0.0081243	0.819229
-2.88784	16.7535	-2.69626e-05	-5.04195e-06	0.996186	0.991518	0.00463725	-0.0269057	0.776977
-3.25905	16.6821	-2.97768e-05	-6.13419e-06	0.99666	0.992299	0.00097858	-0.00505399	0.74544
-3.62495	16.6089	-3.23077e-05	-7.48922e-06	0.99727	0.994468	0.00544229	-0.0249665	0.743728
-3.99107	16.522	-3.51907e-05	-8.95084e-06	0.997983	0.998507	0.00106575	-0.00449586	0.750777
-4.36046	16.4318	-3.76522e-05	-1.05932e-05	0.998721	1.00377	0.00698918	-0.0264676	0.780366
-4.75099	16.3204	-4.01664e-05	-1.23238e-05	0.999345	1.00611	0.00184883	-0.00640728	0.802125
-5.13669	16.2064	-4.21365e-05	-1.3799e-05	0.999783	1.00543	0.00801736	-0.0254124	0.818251
-5.53701	16.0718	-4.355e-05	-1.54128e-05	1.00005	1.00294	0.00310785	-0.00904942	0.817675
-5.91589	15.9386	-4.44689e-05	-1.67765e-05	1.00023	0.999554	0.00887004	-0.023883	0.790632
-6.28375	15.7944	-4.46428e-05	-1.82615e-05	1.00043	0.997526	0.00328057	-0.00823143	0.757532
-6.6249	15.6558	-4.43144e-05	-1.95577e-05	1.00078	0.998657	0.00856912	-0.020215	1.01834
-7.22653	15.3895	-4.346e-05	-2.0942e-05	1.0013	1.00304	0.0123402	-0.0264359	1.20706
-7.7275	15.1429	-4.17512e-05	-2.16044e-05	1.00172	1.00402	0.00943912	-0.0184977	1.03384
-8.15477	14.9168	-3.94508e-05	-2.18053e-05	1.00194	1.0011	0.0101006	-0.0184388	0.903906
-8.52658	14.7059	-3.64048e-05	-2.18669e-05	1.00214	0.999417	0.00692092	-0.0119378	0.810878
-8.8617	14.5071	-3.30999e-05	-2.09717e-05	1.00238	1.00144	0.0067842	-0.0112124	0.745542
-9.16931	14.317	-2.92067e-05	-1.96046e-05	1.00261	1.00423	0.009768	-0.0153666	0.696892
-9.45438	14.1306	-2.56819e-05	-1.77566e-05	1.00277	1.00351	0.0137727	-0.0202958	0.808942
-9.84239	13.8574	-2.10508e-05	-1.49538e-05	1.0029	1.00135	0.00168939	-0.00239245	0.941873
-10.2293	13.5826	-1.58968e-05	-1.27564e-05	1.00308	1.00252	0.0215021	-0.0287247	1.09893
-10.7262	13.1907	-1.03926e-05	-9.61428e-06	1.00321	1.00388	0.0139979	-0.0171942	0.979344
-10.9972	12.9629	-7.91633e-06	-7.5814e-06	1.00323	1.00247	0.00518744	-0.00610399	0.766202
-11.3142	12.6904	-5.17408e-06	-4.88158e-06	1.00325	1.00215	0.0177939	-0.0199345	0.826124
-11.6182	12.4087	-2.01074e-06	-2.10274e-06	1.00327	1.00258	0.00429133	-0.00459013	0.823783
-11.9206	12.1235	1.2467e-06	4.17289e-07	1.00328	1.00292	0.0195498	-0.0199302	0.968482
-12.3128	11.7234	5.12115e-06	4.30694e-06	1.00326	1.00231	0.015242	-0.0145085	1.1073
-12.6899	11.3154	8.50966e-06	8.78239e-06	1.00324	1.00206	0.0216409	-0.0192038	0.965931
-12.9608	10.9974	1.05296e-05	1.18479e-05	1.00324	1.00279	0.00167467	-0.001422	0.830865
-13.2318	10.6772	1.2284e-05	1.46431e-05	1.00321	1.00409	0.023369	-0.0189521	0.980991
-13.5809	10.2278	1.461e-05	1.8428e-05	1.00309	1.00266	0.0189541	-0.0142197	1.16355
-13.935	9.73925	1.64695e-05	2.26456e-05	1.00294	1.00293	0.0209614	-0.0146275	1.25897
-14.3059	9.18703	1.82725e-05	2.75543e-05	1.00275	1.00484	0.0211792	-0.0136828	1.02359
-14.4993	8.87599	1.91343e-05	3.06046e-05	1.00245	1.00138	0.0122462	-0.00743717	0.756242
-14.7014	8.5357	2.00432e-05	3.33739e-05	1.0022	0.999212	0.0134783	-0.0078061	0.823184
-14.9148	8.15812	2.04511e-05	3.63564e-05	1.002	1.00107	0.0170036	-0.00930179	0.915426
-15.1436	7.72621	2.0481e-05	3.93039e-05	1.00179	1.00405	0.019073	-0.00973603	1.04263
-15.3916	7.22205	2.02137e-05	4.2078e-05	1.00136	1.00299	0.0265205	-0.0123672	1.21127
-15.658	6.61959	1.92205e-05	4.40204e-05	1.00083	0.99862	0.0198634	-0.00841567	1.01941
-15.7967	6.27819	1.82014e-05	4.45999e-05	1.00048	0.997522	0.00853141	-0.00339884	0.758287
-15.941	5.90983	1.69168e-05	4.44951e-05	1.00027	0.999554	0.0239724	-0.00889158	0.79164
-16.0741	5.53037	1.55673e-05	4.36293e-05	1.00009	1.00297	0.00915981	-0.00313986	0.818542
-16.2086	5.12965	1.37898e-05	4.22979e-05	0.999809	1.00548	0.0253075	-0.00796829	0.818461
-16.3223	4.74401	1.22581e-05	4.03868e-05	0.999363	1.00615	0.00626878	-0.00180584	0.801508
-16.4335	4.35393	1.05729e-05	3.78962e-05	0.998731	1.0037	0.0263742	-0.00695822	0.779308
-16.5235	3.98508	8.99795e-06	3.54178e-05	0.997988	0.998379	0.00462655	-0.00109599	0.749735
-16.6102	3.6194	7.57822e-06	3.25256e-05	0.997273	0.99438	0.0251283	-0.00546585	0.742943
-16.6831	3.25376	6.21957e-06	3.00125e-05	0.996664	0.992276	0.0049706	-0.000959662	0.744927
-16.7543	2.88273	5.09852e-06	2.72281e-05	0.996191	0.991552	0.0267566	-0.00460225	0.776555
-16.8155	2.48266	4.06659e-06	2.4299e-05	0.995865	0.992208	0.00806819	-0.00118003	0.818816
-16.8743	2.0664	3.10496e-06	2.13158e-05	0.995673	0.993067	0.0259733	-0.00318017	0.883866
-16.9229	1.59866	2.09716e-06	1.76348e-05	0.995603	0.994692	0.0154753	-0.00143939	0.961009
-16.9636	1.1022	1.28282e-06	1.31413e-05	0.99561	0.996235	0.024496	-0.00158773	1.03363
-16.9895	0.559376	6.70898e-07	7.1484e-06	0.995637	0.997018	0.0202296	-0.00067577	1.09702
-17.0002	-0.00253384	4.87886e-07	1.01203e-07	0.995653	0.997424	0.0276129	3.83208e-06	1.11535
-16.9893	-0.564333	6.35526e-07	-6.93076e-06	0.995636	0.997006	0.0202402	0.000681921	1.09675
-16.9633	-1.10698	1.24575e-06	-1.29012e-05	0.995607	0.996224	0.0245396	0.00159851	1.03337
-16.9224	-1.60334	2.09711e-06	-1.73701e-05	0.9956	0.994695	0.0154074	0.00143786	0.960984
-16.8737	-2.07112	3.11855e-06	-2.10223e-05	0.995669	0.993066	0.0258951	0.00317599	0.884127
-16.8148	-2.48758	4.05468e-06	-2.40078e-05	0.99586	0.992181	0.0081243	0.00118988	0.819229
-16.7535	-2.88784	5.04195e-06	-2.69626e-05	0.996186	0.991518	0.0269057	0.00463725	0.776977
-16.6821	-3.25905	6.13419e-06	-2.97768e-05	0.99666	0.992299	0.00505399	0.00097858	0.74544
-16.6089	-3.62495	7.48922e-06	-3.23077e-05	0.99727	0.994468	0.0249665	0.00544229	0.743728
-16.522	-3.99107	8.95084e-06	-3.51907e-05	0.997983	0.998507	0.00449586	0.00106575	0.750777
-16.4318	-4.36046	1.05932e-05	-3.76522e-05	0.998721	1.00377	0.0264676	0.00698918	0.780366
-16.3204	-4.75099	1.23238e-05	-4.01664e-05	0.999345	1.00611	0.00640728	0.00184883	0.802125
-16.2064	-5.13669	1.3799e-05	-4.21365e-05	0.999783	1.00543	0.0254124	0.00801736	0.818251
-16.0718	-5.53701	1.54128e-05	-4.355e-05	1.00005	1.00294	0.00904942	0.00310785	0.817675
-15.9386	-5.91589	1.67765e-05	-4.44689e-05	1.00023	0.999554	0.023883	0.00887004	0.790632
-15.7944	-6.28375	1.82615e-05	-4.46428e-05	1.00043	0.997526	0.00823143	0.00328057	0.757532
-15.6558	-6.6249	1.95577e-05	-4.43144e-05	1.00078	0.998657	0.020215	0.00856912	1.01834
-15.3895	-7.22653	2.0942e-05	-4.346e-05	1.0013	1.00304	0.0264359	0.0123402	1.20706
-15.1429	-7.7275	2.16044e-05	-4.17512e-05	1.00172	1.00402	0.0184977	0.00943912	1.03384
-14.9168	-8.15477	2.18053e-05	-3.94508e-05	1.00194	1.0011	0.0184388	0.0101006	0.903906
-14.7059	-8.52658	2.18669e-05	-3.64048e-05	1.00214	0.999417	0.0119378	0.00692092	0.810878
-14.5071	-8.8617	2.09717e-05	-3.30999e-05	1.00238	1.00144	0.0112124	0.0067842	0.745542
-14.317	-9.16931	1.96046e-05	-2.92067e-05	1.00261	1.00423	0.0153666	0.009768	0.696892
-14.1306	-9.45438	1.77566e-05	-2.56819e-05	1.00277	1.00351	0.0202958	0.0137727	0.808942
-13.8574	-9.84239	1.49538e-05	-2.10508e-05	1.0029	1.00135	0.00239245	0.00168939	0.941873
-13.5826	-10.2293	1.27564e-05	-1.58968e-05	1.00308	1.00252	0.0287247	0.0215021	1.09893
-13.1907	-10.7262	9.61428e-06	-1.03926e-05	1.00321	1.00388	0.0171942	0.0139979	0.979344
-12.9629	-10.9972	7.5814e-06	-7.91633e-06	1.00323	1.00247	0.00610399	0.00518744	0.766202
-12.6904	-11.3142	4.88158e-06	-5.17408e-06	1.00325	1.00215	0.0199345	0.0177939	0.826124
-12.4087	-11.6182	2.10274e-06	-2.01074e-06	1.00327	1.00258	0.00459013	0.00429133	0.823783
-12.1235	-11.9206	-4.17289e-07	1.2467e-06	1.00328	1.00292	0.0199302	0.0195498	0.968482
-11.7234	-12.3128	-4.30694e-06	5.12115e-06	1.00326	1.00231	0.0145085	0.015242	1.1073
-11.3154	-12.6899	-8.78239e-06	8.50966e-06	1.00324	1.00206	0.0192038	0.0216409	0.965931
-10.9974	-12.9608	-1.18479e-05	1.05296e-05	1.00324	1.00279	0.001422	0.00167467	0.830865
-10.6772	-13.2318	-1.46431e-05	1.2284e-05	1.00321	1.00409	0.0189521	0.023369	0.980991
-10.2278	-13.5809	-1.8428e-05	1.461e-05	1.00309	1.00266	0.0142197	0.0189541	1.16355
-9.73925	-13.935	-2.26456e-05	1.64695e-05	1.00294	1.00293	0.0146275	0.0209614	1.25897
-9.18703	-14.3059	-2.75543e-05	1.82725e-05	1.00275	1.00484	0.0136828	0.0211792	1.02359
-8.87599	-14.4993	-3.06046e-05	1.91343e-05	1.00245	1.00138	0.00743717	0.0122462	0.756242
-8.5357	-14.7014	-3.33739e-05	2.00432e-05	1.0022	0.999212	0.0078061	0.0134783	0.823184
-8.15812	-14.9148	-3.63564e-05	2.04511e-05	1.002	1.00107	0.00930179	0.0170036	0.915426
-7.72621	-15.1436	-3.93039e-05	2.0481e-05	1.00179	1.00405	0.00973603	0.019073	1.04263
-7.22205	-15.3916	-4.2078e-05	2.02137e-05	1.00136	1.00299	0.0123672	0.0265205	1.21127
-6.61959	-15.658	-4.40204e-05	1.92205e-05	1.00083	0.99862	0.00841567	0.0198634	1.01941
-6.27819	-15.7967	-4.45999e-05	1.82014e-05	1.00048	0.997522	0.00339884	0.00853141	0.758287
-5.90983	-15.941	-4.44951e-05	1.69168e-05	1.00027	0.999554	0.00889158	0.0239724	0.79164
-5.53037	-16.0741	-4.36293e-05	1.55673e-05	1.00009	1.00297	0.00313986	0.00915981	0.818542
-5.12965	-16.2086	-4.22979e-05	1.37898e-05	0.999809	1.00548	0.00796829	0.0253075	0.818461
-4.74401	-16.3223	-4.03868e-05	1.22581e-05	0.999363	1.00615	0.00180584	0.00626878	0.801508
-4.35393	-16.4335	-3.78962e-05	1.05729e-05	0.998731	1.0037	0.00695822	0.0263742	0.779308
-3.98508	-16.5235	-3.54178e-05	8.99795e-06	0.997988	0.998379	0.00109599	0.00462655	0.749735
-3.6194	-16.6102	-3.25256e-05	7.57822e-06	0.997273	0.99438	0.00546585	0.0251283	0.742943
-3.25376	-16.6831	-3.00125e-05	6.21957e-06	0.996664	0.992276	0.000959662	0.0049706	0.744927
-2.88273	-16.7543	-2.72281e-05	5.09852e-06	0.996191	0.991552	0.00460225	0.0267566	0.776555
-2.48266	-16.8155	-2.4299e-05	4.06659e-06	0.995865	0.992208	0.00118003	0.00806819	0.818816
-2.0664	-16.8743	-2.13158e-05	3.10496e-06	0.995673	0.993067	0.00318017	0.0259733	0.883866
-1.59866	-16.9229	-1.76348e-05	2.09716e-06	0.995603	0.994692	0.00143939	0.0154753	0.961009
-1.1022	-16.9636	-1.31413e-05	1.28282e-06	0.99561	0.996235	0.00158773	0.024496	1.03363
-0.559376	-16.9895	-7.1484e-06	6.70898e-07	0.995637	0.997018	0.00067577	0.0202296	1.09702
0.00253384	-17.0002	-1.01203e-07	4.87886e-07	0.995653	0.997424	-3.83208e-06	0.0276129	1.11535
0.564333	-16.9893	6.93076e-06	6.35526e-07	0.995636	0.997006	-0.000681921	0.0202402	1.09675
1.10698	-16.9633	1.29012e-05	1.24575e-06	0.995607	0.996224	-0.00159851	0.0245396	1.03337
1.60334	-16.9224	1.73701e-05	2.09711e-06	0.9956	0.994695	-0.00143786	0.0154074	0.960984
2.07112	-16.8737	2.10223e-05	3.11855e-06	0.995669	0.993066	-0.00317599	0.0258951	0.884127
2.48758	-16.8148	2.40078e-05	4.05468e-06	0.99586	0.992181	-0.00118988	0.00812429	0.819229
2.88784	-16.7535	2.69626e-05	5.04195e-06	0.996186	0.991518	-0.00463725	0.0269057	0.776977
3.25905	-16.6821	2.97768e-05	6.13419e-06	0.99666	0.992299	-0.00097858	0.00505399	0.74544
3.62495	-16.6089	3.23077e-05	7.48922e-06	0.99727	0.994468	-0.00544229	0.0249665	0.743728
3.99107	-16.522	3.51907e-05	8.95084e-06	0.997983	0.998507	-0.00106575	0.00449586	0.750777
4.36046	-16.4318	3.76522e-05	1.05932e-05	0.998721	1.00377	-0.00698918	0.0264676	0.780366
4.75099	-16.3204	4.01664e-05	1.23238e-05	0.999345	1.00611	-0.00184883	0.00640728	0.802125
5.13669	-16.2064	4.21365e-05	1.3799e-05	0.999783	1.00543	-0.00801736	0.0254124	0.818251
5.53701	-16.0718	4.355e-05	1.54128e-05	1.00005	1.00294	-0.00310785	0.00904942	0.817675
5.91589	-15.9386	4.44689e-05	1.67765e-05	1.00023	0.999554	-0.00887004	0.023883	0.790632
6.28375	-15.7944	4.46428e-05	1.82615e-05	1.00043	0.997526	-0.00328057	0.00823143	0.757532
6.6249	-15.6558	4.43144e-05	1.95577e-05	1.00078	0.998657	-0.00856912	0.020215	1.01834
7.22653	-15.3895	4.346e-05	2.0942e-05	1.0013	1.00304	-0.0123402	0.0264359	1.20706
7.7275	-15.1429	4.17512e-05	2.16044e-05	1.00172	1.00402	-0.00943912	0.0184977	1.03384
8.15477	-14.9168	3.94508e-05	2.18053e-05	1.00194	1.0011	-0.0101006	0.0184388	0.903906
8.52658	-14.7059	3.64048e-05	2.18669e-05	1.00214	0.999417	-0.00692092	0.0119378	0.810878
8.8617	-14.5071	3.30999e-05	2.09717e-05	1.00238	1.00144	-0.0067842	0.0112124	0.745542
9.16931	-14.317	2.92067e-05	1.96046e-05	1.00261	1.00423	-0.009768	0.0153666	0.696892
9.45438	-14.1306	2.56819e-05	1.77566e-05	1.00277	1.00351	-0.0137727	0.0202958	0.808942
9.84239	-13.8574	2.10508e-05	1.49538e-05	1.0029	1.00135	-0.00168939	0.00239245	0.941873
10.2293	-13.5826	1.58968e-05	1.27564e-05	1.00308	1.00252	-0.0215021	0.0287247	1.09893
10.7262	-13.1907	1.03926e-05	9.61428e-06	1.00321	1.00388	-0.0139979	0.0171942	0.979344
10.9972	-12.9629	7.91633e-06	7.5814e-06	1.00323	1.00247	-0.00518744	0.00610399	0.766202
11.3142	-12.6904	5.17408e-06	4.88158e-06	1.00325	1.00215	-0.0177939	0.0199345	0.826124
11.6182	-12.4087	2.01074e-06	2.10274e-06	1.00327	1.00258	-0.00429133	0.00459013	0.823783
11.9206	-12.1235	-1.2467e-06	-4.17289e-07	1.00328	1.00292	-0.0195498	0.0199302	0.968482
12.3128	-11.7234	-5.12115e-06	-4.30694e-06	1.00326	1.00231	-0.015242	0.0145085	1.1073
12.6899	-11.3154	-8.50966e-06	-8.78239e-06	1.00324	1.00206	-0.0216409	0.0192038	0.965931
12.9608	-10.9974	-1.05296e-05	-1.18479e-05	1.00324	1.00279	-0.00167467	0.001422	0.830865
13.2318	-10.6772	-1.2284e-05	-1.46431e-05	1.00321	1.00409	-0.023369	0.0189521	0.980991
13.5809	-10.2278	-1.461e-05	-1.8428e-05	1.00309	1.00266	-0.0189541	0.0142197	1.16355
13.935	-9.73925	-1.64695e-05	-2.26456e-05	1.00294	1.00293	-0.0209614	0.0146275	1.25897
14.3059	-9.18703	-1.82725e-05	-2.75543e-05	1.00275	1.00484	-0.0211792	0.0136828	1.02359
14.4993	-8.87599	-1.91343e-05	-3.06046e-05	1.00245	1.00138	-0.0122462	0.00743717	0.756242
14.7014	-8.5357	-2.00432e-05	-3.33739e-05	1.0022	0.999212	-0.0134783	0.0078061	0.823184
14.9148	-8.15812	-2.04511e-05	-3.63564e-05	1.002	1.00107	-0.0170036	0.00930179	0.915426
15.1436	-7.72621	-2.0481e-05	-3.93039e-05	1.00179	1.00405	-0.019073	0.00973603	1.04263
15.3916	-7.22205	-2.02137e-05	-4.2078e-05	1.00136	1.00299	-0.0265205	0.0123672	1.21127
15.658	-6.61959	-1.92205e-05	-4.40204e-05	1.00083	0.99862	-0.0198634	0.00841567	1.01941
15.7967	-6.27819	-1.82014e-05	-4.45999e-05	1.00048	0.997522	-0.00853141	0.00339884	0.758287
15.941	-5.90983	-1.69168e-05	-4.44951e-05	1.00027	0.999554	-0.0239724	0.00889158	0.79164
16.0741	-5.53037	-1.55673e-05	-4.36293e-05	1.00009	1.00297	-0.00915981	0.00313986	0.818542
16.2086	-5.12965	-1.37898e-05	-4.22979e-05	0.999809	1.00548	-0.0253075	0.00796829	0.818461
16.3223	-4.74401	-1.22581e-05	-4.03868e-05	0.999363	1.00615	-0.00626878	0.00180584	0.801508
16.4335	-4.35393	-1.05729e-05	-3.78962e-05	0.998731	1.0037	-0.0263742	0.00695822	0.779308
16.5235	-3.98508	-8.99795e-06	-3.54178e-05	0.997988	0.998379	-0.00462655	0.00109599	0.749735
16.6102	-3.6194	-7.57822e-06	-3.25256e-05	0.997273	0.99438	-0.0251283	0.00546585	0.742943
16.6831	-3.25376	-6.21957e-06	-3.00125e-05	0.996664	0.992276	-0.0049706	0.000959662	0.744927
16.7543	-2.88273	-5.09852e-06	-2.72281e-05	0.996191	0.991552	-0.0267566	0.00460225	0.776555
16.8155	-2.48266	-4.06659e-06	-2.4299e-05	0.995865	0.992208	-0.00806819	0.00118003	0.818816
16.8743	-2.0664	-3.10496e-06	-2.13158e-05	0.995673	0.993067	-0.0259733	0.00318017	0.883866
16.9229	-1.59866	-2.09716e-06	-1.76348e-05	0.995603	0.994692	-0.0154753	0.00143939	0.961009
16.9636	-1.1022	-1.28282e-06	-1.31413e-05	0.99561	0.996235	-0.024496	0.00158773	1.03363
16.9895	-0.559376	-6.70898e-07	-7.1484e-06	0.995637	0.997018	-0.0202296	0.00067577	1.09702
